date,year,month,district_kr,population_1000s,waste_kg_per_capita_per_day,total_waste_tons_per_month,policy_period
2019-06-01,2019,6,부천시,800,0.31,7451.5,Full Implementation
2019-06-01,2019,6,고양시,1060,0.293,9310.5,Full Implementation
2019-06-01,2019,6,남양주시,720,0.293,6338.9,Full Implementation
2019-06-01,2019,6,화성시,890,0.315,8414.4,Full Implementation
2019-06-01,2019,6,평택시,520,0.306,4768.6,Full Implementation
2019-06-01,2019,6,의정부시,430,0.292,3762.5,Full Implementation
2019-06-01,2019,6,파주시,480,0.312,4497.8,Full Implementation
2019-06-01,2019,6,광명시,320,0.321,3086.3,Full Implementation
2019-06-01,2019,6,광주시,410,0.302,3719.2,Full Implementation
2019-06-01,2019,6,군포시,280,0.307,2575.6,Full Implementation
2019-07-01,2019,7,수원시,1190,0.314,11200.9,Full Implementation
2019-07-01,2019,7,용인시,1080,0.329,10668.8,Full Implementation
2019-07-01,2019,7,성남시,940,0.356,10044.6,Full Implementation
2019-07-01,2019,7,안산시,650,0.332,6477.2,Full Implementation
2019-07-01,2019,7,안양시,570,0.334,5712.2,Full Implementation
2019-07-01,2019,7,부천시,800,0.323,7753.0,Full Implementation
2019-07-01,2019,7,고양시,1060,0.328,10422.4,Full Implementation
2019-07-01,2019,7,남양주시,720,0.318,6876.5,Full Implementation
2019-07-01,2019,7,화성시,890,0.319,8516.7,Full Implementation
2019-07-01,2019,7,평택시,520,0.338,5265.7,Full Implementation
2019-07-01,2019,7,의정부시,430,0.339,4368.3,Full Implementation
2019-07-01,2019,7,파주시,480,0.329,4734.8,Full Implementation
2019-07-01,2019,7,광명시,320,0.318,3051.3,Full Implementation
2019-07-01,2019,7,광주시,410,0.332,4088.8,Full Implementation
2019-07-01,2019,7,군포시,280,0.363,3047.1,Full Implementation
2019-08-01,2019,8,수원시,1190,0.332,11855.5,Full Implementation
2019-08-01,2019,8,용인시,1080,0.322,10425.0,Full Implementation
2019-08-01,2019,8,성남시,940,0.324,9131.9,Full Implementation
2019-08-01,2019,8,안산시,650,0.337,6562.7,Full Implementation
2019-08-01,2019,8,안양시,570,0.322,5503.7,Full Implementation
2019-08-01,2019,8,부천시,800,0.336,8063.2,Full Implementation
2019-08-01,2019,8,고양시,1060,0.295,9376.8,Full Implementation
2019-08-01,2019,8,남양주시,720,0.337,7271.5,Full Implementation
2019-08-01,2019,8,화성시,890,0.308,8215.1,Full Implementation
2019-08-01,2019,8,평택시,520,0.337,5256.7,Full Implementation
2019-08-01,2019,8,의정부시,430,0.317,4089.4,Full Implementation
2019-08-01,2019,8,파주시,480,0.31,4470.5,Full Implementation
2019-08-01,2019,8,광명시,320,0.337,3237.6,Full Implementation
2019-08-01,2019,8,광주시,410,0.35,4307.4,Full Implementation
2019-08-01,2019,8,군포시,280,0.33,2768.9,Full Implementation
2019-09-01,2019,9,수원시,1190,0.354,12645.8,Full Implementation
2019-09-01,2019,9,용인시,1080,0.343,11107.3,Full Implementation
2019-09-01,2019,9,성남시,940,0.349,9852.0,Full Implementation
2019-09-01,2019,9,안산시,650,0.347,6759.0,Full Implementation
2019-09-01,2019,9,안양시,570,0.35,5984.9,Full Implementation
2019-09-01,2019,9,부천시,800,0.351,8422.4,Full Implementation
2019-09-01,2019,9,고양시,1060,0.344,10926.7,Full Implementation
2019-09-01,2019,9,남양주시,720,0.374,8085.5,Full Implementation
2019-09-01,2019,9,화성시,890,0.33,8815.9,Full Implementation
2019-09-01,2019,9,평택시,520,0.358,5584.5,Full Implementation
2019-09-01,2019,9,의정부시,430,0.36,4640.9,Full Implementation
2019-09-01,2019,9,파주시,480,0.371,5337.8,Full Implementation
2019-09-01,2019,9,광명시,320,0.352,3376.2,Full Implementation
2019-09-01,2019,9,광주시,410,0.381,4682.9,Full Implementation
2019-09-01,2019,9,군포시,280,0.337,2828.2,Full Implementation
2019-10-01,2019,10,수원시,1190,0.358,12793.4,Full Implementation
2019-10-01,2019,10,용인시,1080,0.33,10703.3,Full Implementation
2019-10-01,2019,10,성남시,940,0.339,9571.1,Full Implementation
2019-10-01,2019,10,안산시,650,0.353,6882.4,Full Implementation
2019-10-01,2019,10,안양시,570,0.35,5983.1,Full Implementation
2019-10-01,2019,10,부천시,800,0.35,8393.1,Full Implementation
2019-10-01,2019,10,고양시,1060,0.363,11540.1,Full Implementation
2019-10-01,2019,10,남양주시,720,0.348,7518.6,Full Implementation
2019-10-01,2019,10,화성시,890,0.35,9338.7,Full Implementation
2019-10-01,2019,10,평택시,520,0.373,5818.4,Full Implementation
2019-10-01,2019,10,의정부시,430,0.34,4386.7,Full Implementation
2019-10-01,2019,10,파주시,480,0.343,4938.8,Full Implementation
2019-10-01,2019,10,광명시,320,0.337,3232.2,Full Implementation
2019-10-01,2019,10,광주시,410,0.322,3963.4,Full Implementation
2019-10-01,2019,10,군포시,280,0.379,3181.4,Full Implementation
2019-11-01,2019,11,수원시,1190,0.289,10328.3,Full Implementation
2019-11-01,2019,11,용인시,1080,0.299,9681.8,Full Implementation
2019-11-01,2019,11,성남시,940,0.283,7992.0,Full Implementation
2019-11-01,2019,11,안산시,650,0.304,5930.0,Full Implementation
2019-11-01,2019,11,안양시,570,0.299,5114.6,Full Implementation
2019-11-01,2019,11,부천시,800,0.268,6429.2,Full Implementation
2019-11-01,2019,11,고양시,1060,0.274,8724.8,Full Implementation
2019-11-01,2019,11,남양주시,720,0.305,6579.1,Full Implementation
2019-11-01,2019,11,화성시,890,0.295,7889.4,Full Implementation
2019-11-01,2019,11,평택시,520,0.316,4922.5,Full Implementation
2019-11-01,2019,11,의정부시,430,0.312,4028.7,Full Implementation
2019-11-01,2019,11,파주시,480,0.283,4071.3,Full Implementation
2019-11-01,2019,11,광명시,320,0.284,2726.4,Full Implementation
2019-11-01,2019,11,광주시,410,0.312,3836.9,Full Implementation
2019-11-01,2019,11,군포시,280,0.296,2484.7,Full Implementation
2019-12-01,2019,12,수원시,1190,0.339,12089.9,Full Implementation
2019-12-01,2019,12,용인시,1080,0.318,10307.5,Full Implementation
2019-12-01,2019,12,성남시,940,0.304,8572.7,Full Implementation
2019-12-01,2019,12,안산시,650,0.316,6167.7,Full Implementation
2019-12-01,2019,12,안양시,570,0.313,5347.8,Full Implementation
2019-12-01,2019,12,부천시,800,0.307,7368.5,Full Implementation
2019-12-01,2019,12,고양시,1060,0.313,9948.5,Full Implementation
2019-12-01,2019,12,남양주시,720,0.312,6733.0,Full Implementation
2019-12-01,2019,12,화성시,890,0.314,8371.7,Full Implementation
2019-12-01,2019,12,평택시,520,0.339,5284.9,Full Implementation
2019-12-01,2019,12,의정부시,430,0.303,3913.7,Full Implementation
2019-12-01,2019,12,파주시,480,0.327,4715.2,Full Implementation
2019-12-01,2019,12,광명시,320,0.319,3065.1,Full Implementation
2019-12-01,2019,12,광주시,410,0.313,3850.7,Full Implementation
2019-12-01,2019,12,군포시,280,0.336,2819.9,Full Implementation
2020-01-01,2020,1,수원시,1190,0.359,12833.7,Full Implementation
2020-01-01,2020,1,용인시,1080,0.313,10126.0,Full Implementation
2020-01-01,2020,1,성남시,940,0.3,8446.5,Full Implementation
2020-01-01,2020,1,안산시,650,0.347,6763.1,Full Implementation
2020-01-01,2020,1,안양시,570,0.329,5622.8,Full Implementation
2020-01-01,2020,1,부천시,800,0.334,8009.9,Full Implementation
2020-01-01,2020,1,고양시,1060,0.368,11691.8,Full Implementation
2020-01-01,2020,1,남양주시,720,0.325,7009.6,Full Implementation
2020-01-01,2020,1,화성시,890,0.305,8137.8,Full Implementation
2020-01-01,2020,1,평택시,520,0.324,5055.7,Full Implementation
2020-01-01,2020,1,의정부시,430,0.337,4348.9,Full Implementation
2020-01-01,2020,1,파주시,480,0.328,4719.7,Full Implementation
2020-01-01,2020,1,광명시,320,0.345,3310.8,Full Implementation
2020-01-01,2020,1,광주시,410,0.34,4187.8,Full Implementation
2020-01-01,2020,1,군포시,280,0.337,2829.5,Full Implementation
2020-02-01,2020,2,수원시,1190,0.292,10430.5,Full Implementation
2020-02-01,2020,2,용인시,1080,0.295,9556.3,Full Implementation
2020-02-01,2020,2,성남시,940,0.28,7885.2,Full Implementation
2020-02-01,2020,2,안산시,650,0.273,5321.3,Full Implementation
2020-02-01,2020,2,안양시,570,0.282,4826.0,Full Implementation
2020-02-01,2020,2,부천시,800,0.272,6523.6,Full Implementation
2020-02-01,2020,2,고양시,1060,0.279,8864.7,Full Implementation
2020-02-01,2020,2,남양주시,720,0.279,6036.5,Full Implementation
2020-02-01,2020,2,화성시,890,0.291,7776.5,Full Implementation
2020-02-01,2020,2,평택시,520,0.296,4616.6,Full Implementation
2020-02-01,2020,2,의정부시,430,0.287,3703.8,Full Implementation
2020-02-01,2020,2,파주시,480,0.277,3985.8,Full Implementation
2020-02-01,2020,2,광명시,320,0.29,2782.1,Full Implementation
2020-02-01,2020,2,광주시,410,0.296,3642.9,Full Implementation
2020-02-01,2020,2,군포시,280,0.288,2420.1,Full Implementation
2020-03-01,2020,3,수원시,1190,0.284,10152.9,Full Implementation
2020-03-01,2020,3,용인시,1080,0.279,9040.4,Full Implementation
2020-03-01,2020,3,성남시,940,0.284,8021.8,Full Implementation
2020-03-01,2020,3,안산시,650,0.298,5812.8,Full Implementation
2020-03-01,2020,3,안양시,570,0.268,4584.0,Full Implementation
2020-03-01,2020,3,부천시,800,0.269,6455.6,Full Implementation
2020-03-01,2020,3,고양시,1060,0.282,8982.1,Full Implementation
2020-03-01,2020,3,남양주시,720,0.303,6534.4,Full Implementation
2020-03-01,2020,3,화성시,890,0.274,7327.2,Full Implementation
2020-03-01,2020,3,평택시,520,0.26,4057.6,Full Implementation
2020-03-01,2020,3,의정부시,430,0.3,3873.2,Full Implementation
2020-03-01,2020,3,파주시,480,0.266,3825.7,Full Implementation
2020-03-01,2020,3,광명시,320,0.283,2712.1,Full Implementation
2020-03-01,2020,3,광주시,410,0.275,3387.7,Full Implementation
2020-03-01,2020,3,군포시,280,0.276,2321.6,Full Implementation
2020-04-01,2020,4,수원시,1190,0.284,10144.7,Full Implementation
2020-04-01,2020,4,용인시,1080,0.274,8867.9,Full Implementation
2020-04-01,2020,4,성남시,940,0.276,7775.5,Full Implementation
2020-04-01,2020,4,안산시,650,0.285,5555.7,Full Implementation
2020-04-01,2020,4,안양시,570,0.283,4832.4,Full Implementation
2020-04-01,2020,4,부천시,800,0.284,6809.5,Full Implementation
2020-04-01,2020,4,고양시,1060,0.293,9302.9,Full Implementation
2020-04-01,2020,4,남양주시,720,0.28,6049.7,Full Implementation
2020-04-01,2020,4,화성시,890,0.257,6862.8,Full Implementation
2020-04-01,2020,4,평택시,520,0.267,4172.8,Full Implementation
2020-04-01,2020,4,의정부시,430,0.309,3988.7,Full Implementation
2020-04-01,2020,4,파주시,480,0.288,4145.8,Full Implementation
2020-04-01,2020,4,광명시,320,0.258,2475.1,Full Implementation
2020-04-01,2020,4,광주시,410,0.267,3289.3,Full Implementation
2020-04-01,2020,4,군포시,280,0.274,2304.7,Full Implementation
2020-05-01,2020,5,수원시,1190,0.26,9288.2,Full Implementation
2020-05-01,2020,5,용인시,1080,0.267,8640.3,Full Implementation
2020-05-01,2020,5,성남시,940,0.291,8217.9,Full Implementation
2020-05-01,2020,5,안산시,650,0.249,4863.2,Full Implementation
2020-05-01,2020,5,안양시,570,0.298,5102.5,Full Implementation
2020-05-01,2020,5,부천시,800,0.266,6395.0,Full Implementation
2020-05-01,2020,5,고양시,1060,0.271,8614.8,Full Implementation
2020-05-01,2020,5,남양주시,720,0.293,6339.2,Full Implementation
2020-05-01,2020,5,화성시,890,0.281,7510.1,Full Implementation
2020-05-01,2020,5,평택시,520,0.288,4485.8,Full Implementation
2020-05-01,2020,5,의정부시,430,0.277,3573.6,Full Implementation
2020-05-01,2020,5,파주시,480,0.277,3987.5,Full Implementation
2020-05-01,2020,5,광명시,320,0.28,2690.5,Full Implementation
2020-05-01,2020,5,광주시,410,0.28,3440.8,Full Implementation
2020-05-01,2020,5,군포시,280,0.287,2411.6,Full Implementation
2020-06-01,2020,6,수원시,1190,0.262,9365.1,Full Implementation
2020-06-01,2020,6,용인시,1080,0.261,8459.1,Full Implementation
2020-06-01,2020,6,성남시,940,0.275,7755.0,Full Implementation
2020-06-01,2020,6,안산시,650,0.268,5227.4,Full Implementation
2020-06-01,2020,6,안양시,570,0.285,4880.8,Full Implementation
2020-06-01,2020,6,부천시,800,0.275,6590.7,Full Implementation
2020-06-01,2020,6,고양시,1060,0.282,8980.6,Full Implementation
2020-06-01,2020,6,남양주시,720,0.28,6040.6,Full Implementation
2020-06-01,2020,6,화성시,890,0.271,7230.5,Full Implementation
2020-06-01,2020,6,평택시,520,0.278,4333.8,Full Implementation
2020-06-01,2020,6,의정부시,430,0.263,3393.9,Full Implementation
2020-06-01,2020,6,파주시,480,0.281,4050.0,Full Implementation
2020-06-01,2020,6,광명시,320,0.271,2604.4,Full Implementation
2020-06-01,2020,6,광주시,410,0.29,3569.9,Full Implementation
2020-06-01,2020,6,군포시,280,0.268,2251.5,Full Implementation
2020-07-01,2020,7,수원시,1190,0.271,9690.5,Full Implementation
2020-07-01,2020,7,용인시,1080,0.293,9487.8,Full Implementation
2020-07-01,2020,7,성남시,940,0.307,8667.7,Full Implementation
2020-07-01,2020,7,안산시,650,0.305,5945.4,Full Implementation
2020-07-01,2020,7,안양시,570,0.289,4946.2,Full Implementation
2020-07-01,2020,7,부천시,800,0.308,7385.1,Full Implementation
2020-07-01,2020,7,고양시,1060,0.312,9909.0,Full Implementation
2020-07-01,2020,7,남양주시,720,0.305,6595.8,Full Implementation
2020-07-01,2020,7,화성시,890,0.285,7617.5,Full Implementation
2020-07-01,2020,7,평택시,520,0.285,4445.5,Full Implementation
2020-07-01,2020,7,의정부시,430,0.284,3667.7,Full Implementation
2020-07-01,2020,7,파주시,480,0.282,4057.4,Full Implementation
2020-07-01,2020,7,광명시,320,0.274,2629.6,Full Implementation
2020-07-01,2020,7,광주시,410,0.286,3519.3,Full Implementation
2020-07-01,2020,7,군포시,280,0.308,2584.5,Full Implementation
2020-08-01,2020,8,수원시,1190,0.267,9527.5,Full Implementation
2020-08-01,2020,8,용인시,1080,0.274,8889.1,Full Implementation
2020-08-01,2020,8,성남시,940,0.297,8385.7,Full Implementation
2020-08-01,2020,8,안산시,650,0.271,5287.9,Full Implementation
2020-08-01,2020,8,안양시,570,0.287,4901.9,Full Implementation
2020-08-01,2020,8,부천시,800,0.293,7029.7,Full Implementation
2020-08-01,2020,8,고양시,1060,0.294,9337.5,Full Implementation
2020-08-01,2020,8,남양주시,720,0.259,5588.3,Full Implementation
2020-08-01,2020,8,화성시,890,0.32,8547.0,Full Implementation
2020-08-01,2020,8,평택시,520,0.288,4497.3,Full Implementation
2020-08-01,2020,8,의정부시,430,0.291,3749.4,Full Implementation
2020-08-01,2020,8,파주시,480,0.299,4310.0,Full Implementation
2020-08-01,2020,8,광명시,320,0.325,3115.9,Full Implementation
2020-08-01,2020,8,광주시,410,0.29,3568.2,Full Implementation
2020-08-01,2020,8,군포시,280,0.276,2314.2,Full Implementation
2020-09-01,2020,9,수원시,1190,0.301,10761.5,Full Implementation
2020-09-01,2020,9,용인시,1080,0.309,10020.8,Full Implementation
2020-09-01,2020,9,성남시,940,0.316,8903.7,Full Implementation
2020-09-01,2020,9,안산시,650,0.314,6118.8,Full Implementation
2020-09-01,2020,9,안양시,570,0.312,5329.1,Full Implementation
2020-09-01,2020,9,부천시,800,0.314,7538.5,Full Implementation
2020-09-01,2020,9,고양시,1060,0.303,9634.2,Full Implementation
2020-09-01,2020,9,남양주시,720,0.29,6258.0,Full Implementation
2020-09-01,2020,9,화성시,890,0.317,8474.5,Full Implementation
2020-09-01,2020,9,평택시,520,0.319,4977.3,Full Implementation
2020-09-01,2020,9,의정부시,430,0.322,4159.1,Full Implementation
2020-09-01,2020,9,파주시,480,0.317,4570.2,Full Implementation
2020-09-01,2020,9,광명시,320,0.311,2983.2,Full Implementation
2020-09-01,2020,9,광주시,410,0.284,3490.8,Full Implementation
2020-09-01,2020,9,군포시,280,0.341,2864.8,Full Implementation
2020-10-01,2020,10,수원시,1190,0.336,11987.6,Full Implementation
2020-10-01,2020,10,용인시,1080,0.314,10174.4,Full Implementation
2020-10-01,2020,10,성남시,940,0.3,8469.9,Full Implementation
2020-10-01,2020,10,안산시,650,0.331,6457.2,Full Implementation
2020-10-01,2020,10,안양시,570,0.305,5207.4,Full Implementation
2020-10-01,2020,10,부천시,800,0.317,7613.6,Full Implementation
2020-10-01,2020,10,고양시,1060,0.271,8617.2,Full Implementation
2020-10-01,2020,10,남양주시,720,0.292,6302.8,Full Implementation
2020-10-01,2020,10,화성시,890,0.303,8099.9,Full Implementation
2020-10-01,2020,10,평택시,520,0.321,5001.1,Full Implementation
2020-10-01,2020,10,의정부시,430,0.318,4101.6,Full Implementation
2020-10-01,2020,10,파주시,480,0.306,4405.6,Full Implementation
2020-10-01,2020,10,광명시,320,0.322,3094.3,Full Implementation
2020-10-01,2020,10,광주시,410,0.307,3778.8,Full Implementation
2020-10-01,2020,10,군포시,280,0.301,2525.6,Full Implementation
2020-11-01,2020,11,수원시,1190,0.26,9279.2,Full Implementation
2020-11-01,2020,11,용인시,1080,0.258,8356.4,Full Implementation
2020-11-01,2020,11,성남시,940,0.257,7253.6,Full Implementation
2020-11-01,2020,11,안산시,650,0.255,4975.3,Full Implementation
2020-11-01,2020,11,안양시,570,0.261,4458.9,Full Implementation
2020-11-01,2020,11,부천시,800,0.255,6111.8,Full Implementation
2020-11-01,2020,11,고양시,1060,0.256,8144.1,Full Implementation
2020-11-01,2020,11,남양주시,720,0.266,5736.7,Full Implementation
2020-11-01,2020,11,화성시,890,0.254,6768.5,Full Implementation
2020-11-01,2020,11,평택시,520,0.234,3656.8,Full Implementation
2020-11-01,2020,11,의정부시,430,0.29,3735.0,Full Implementation
2020-11-01,2020,11,파주시,480,0.259,3734.9,Full Implementation
2020-11-01,2020,11,광명시,320,0.264,2534.6,Full Implementation
2020-11-01,2020,11,광주시,410,0.255,3132.5,Full Implementation
2020-11-01,2020,11,군포시,280,0.272,2284.3,Full Implementation
2020-12-01,2020,12,수원시,1190,0.294,10512.7,Full Implementation
2020-12-01,2020,12,용인시,1080,0.302,9773.5,Full Implementation
2020-12-01,2020,12,성남시,940,0.281,7925.8,Full Implementation
2020-12-01,2020,12,안산시,650,0.303,5900.8,Full Implementation
2020-12-01,2020,12,안양시,570,0.265,4526.4,Full Implementation
2020-12-01,2020,12,부천시,800,0.292,6999.6,Full Implementation
2020-12-01,2020,12,고양시,1060,0.293,9325.5,Full Implementation
2020-12-01,2020,12,남양주시,720,0.298,6444.5,Full Implementation
2020-12-01,2020,12,화성시,890,0.265,7087.6,Full Implementation
2020-12-01,2020,12,평택시,520,0.276,4298.8,Full Implementation
2020-12-01,2020,12,의정부시,430,0.3,3873.0,Full Implementation
2020-12-01,2020,12,파주시,480,0.291,4196.6,Full Implementation
2020-12-01,2020,12,광명시,320,0.271,2599.2,Full Implementation
2020-12-01,2020,12,광주시,410,0.283,3478.2,Full Implementation
2020-12-01,2020,12,군포시,280,0.308,2589.7,Full Implementation
2021-01-01,2021,1,수원시,1190,0.291,10396.6,Full Implementation
2021-01-01,2021,1,용인시,1080,0.32,10358.2,Full Implementation
2021-01-01,2021,1,성남시,940,0.31,8729.1,Full Implementation
2021-01-01,2021,1,안산시,650,0.28,5457.9,Full Implementation
2021-01-01,2021,1,안양시,570,0.304,5196.5,Full Implementation
2021-01-01,2021,1,부천시,800,0.313,7506.4,Full Implementation
2021-01-01,2021,1,고양시,1060,0.3,9529.9,Full Implementation
2021-01-01,2021,1,남양주시,720,0.313,6755.5,Full Implementation
2021-01-01,2021,1,화성시,890,0.285,7602.1,Full Implementation
2021-01-01,2021,1,평택시,520,0.326,5083.7,Full Implementation
2021-01-01,2021,1,의정부시,430,0.296,3819.0,Full Implementation
2021-01-01,2021,1,파주시,480,0.314,4517.9,Full Implementation
2021-01-01,2021,1,광명시,320,0.29,2785.5,Full Implementation
2021-01-01,2021,1,광주시,410,0.283,3475.3,Full Implementation
2021-01-01,2021,1,군포시,280,0.303,2543.4,Full Implementation
2021-02-01,2021,2,수원시,1190,0.24,8551.8,Full Implementation
2021-02-01,2021,2,용인시,1080,0.266,8622.2,Full Implementation
2021-02-01,2021,2,성남시,940,0.252,7102.2,Full Implementation
2021-02-01,2021,2,안산시,650,0.258,5025.0,Full Implementation
2021-02-01,2021,2,안양시,570,0.249,4263.5,Full Implementation
2021-02-01,2021,2,부천시,800,0.27,6488.2,Full Implementation
2021-02-01,2021,2,고양시,1060,0.254,8070.6,Full Implementation
2021-02-01,2021,2,남양주시,720,0.246,5315.2,Full Implementation
2021-02-01,2021,2,화성시,890,0.27,7211.2,Full Implementation
2021-02-01,2021,2,평택시,520,0.25,3903.1,Full Implementation
2021-02-01,2021,2,의정부시,430,0.244,3144.3,Full Implementation
2021-02-01,2021,2,파주시,480,0.26,3740.9,Full Implementation
2021-02-01,2021,2,광명시,320,0.25,2399.6,Full Implementation
2021-02-01,2021,2,광주시,410,0.249,3058.2,Full Implementation
2021-02-01,2021,2,군포시,280,0.273,2293.0,Full Implementation
2021-03-01,2021,3,수원시,1190,0.244,8711.3,Full Implementation
2021-03-01,2021,3,용인시,1080,0.257,8336.7,Full Implementation
2021-03-01,2021,3,성남시,940,0.251,7071.5,Full Implementation
2021-03-01,2021,3,안산시,650,0.262,5105.4,Full Implementation
2021-03-01,2021,3,안양시,570,0.237,4049.5,Full Implementation
2021-03-01,2021,3,부천시,800,0.248,5947.5,Full Implementation
2021-03-01,2021,3,고양시,1060,0.235,7480.1,Full Implementation
2021-03-01,2021,3,남양주시,720,0.242,5231.0,Full Implementation
2021-03-01,2021,3,화성시,890,0.246,6572.3,Full Implementation
2021-03-01,2021,3,평택시,520,0.25,3901.8,Full Implementation
2021-03-01,2021,3,의정부시,430,0.255,3287.0,Full Implementation
2021-03-01,2021,3,파주시,480,0.262,3774.2,Full Implementation
2021-03-01,2021,3,광명시,320,0.268,2568.3,Full Implementation
2021-03-01,2021,3,광주시,410,0.235,2895.2,Full Implementation
2021-03-01,2021,3,군포시,280,0.253,2129.4,Full Implementation
2021-04-01,2021,4,수원시,1190,0.254,9084.1,Full Implementation
2021-04-01,2021,4,용인시,1080,0.234,7571.8,Full Implementation
2021-04-01,2021,4,성남시,940,0.237,6696.3,Full Implementation
2021-04-01,2021,4,안산시,650,0.255,4971.9,Full Implementation
2021-04-01,2021,4,안양시,570,0.223,3815.2,Full Implementation
2021-04-01,2021,4,부천시,800,0.255,6112.2,Full Implementation
2021-04-01,2021,4,고양시,1060,0.255,8110.3,Full Implementation
2021-04-01,2021,4,남양주시,720,0.261,5640.9,Full Implementation
2021-04-01,2021,4,화성시,890,0.232,6193.2,Full Implementation
2021-04-01,2021,4,평택시,520,0.243,3788.1,Full Implementation
2021-04-01,2021,4,의정부시,430,0.249,3215.8,Full Implementation
2021-04-01,2021,4,파주시,480,0.242,3480.1,Full Implementation
2021-04-01,2021,4,광명시,320,0.232,2229.5,Full Implementation
2021-04-01,2021,4,광주시,410,0.249,3065.2,Full Implementation
2021-04-01,2021,4,군포시,280,0.257,2161.2,Full Implementation
2021-05-01,2021,5,수원시,1190,0.225,8046.0,Full Implementation
2021-05-01,2021,5,용인시,1080,0.253,8184.8,Full Implementation
2021-05-01,2021,5,성남시,940,0.243,6861.5,Full Implementation
2021-05-01,2021,5,안산시,650,0.252,4919.7,Full Implementation
2021-05-01,2021,5,안양시,570,0.247,4216.5,Full Implementation
2021-05-01,2021,5,부천시,800,0.268,6438.6,Full Implementation
2021-05-01,2021,5,고양시,1060,0.243,7714.7,Full Implementation
2021-05-01,2021,5,남양주시,720,0.24,5182.1,Full Implementation
2021-05-01,2021,5,화성시,890,0.257,6859.8,Full Implementation
2021-05-01,2021,5,평택시,520,0.245,3816.6,Full Implementation
2021-05-01,2021,5,의정부시,430,0.251,3239.7,Full Implementation
2021-05-01,2021,5,파주시,480,0.243,3500.7,Full Implementation
2021-05-01,2021,5,광명시,320,0.282,2709.3,Full Implementation
2021-05-01,2021,5,광주시,410,0.251,3085.8,Full Implementation
2021-05-01,2021,5,군포시,280,0.256,2146.5,Full Implementation
2021-06-01,2021,6,수원시,1190,0.249,8875.4,Full Implementation
2021-06-01,2021,6,용인시,1080,0.248,8033.4,Full Implementation
2021-06-01,2021,6,성남시,940,0.252,7105.4,Full Implementation
2021-06-01,2021,6,안산시,650,0.248,4845.4,Full Implementation
2021-06-01,2021,6,안양시,570,0.232,3973.8,Full Implementation
2021-06-01,2021,6,부천시,800,0.251,6034.9,Full Implementation
2021-06-01,2021,6,고양시,1060,0.256,8143.2,Full Implementation
2021-06-01,2021,6,남양주시,720,0.246,5322.2,Full Implementation
2021-06-01,2021,6,화성시,890,0.23,6153.9,Full Implementation
2021-06-01,2021,6,평택시,520,0.254,3968.7,Full Implementation
2021-06-01,2021,6,의정부시,430,0.24,3094.9,Full Implementation
2021-06-01,2021,6,파주시,480,0.226,3260.1,Full Implementation
2021-06-01,2021,6,광명시,320,0.255,2448.0,Full Implementation
2021-06-01,2021,6,광주시,410,0.248,3056.0,Full Implementation
2021-06-01,2021,6,군포시,280,0.24,2016.5,Full Implementation
2021-07-01,2021,7,수원시,1190,0.271,9660.2,Full Implementation
2021-07-01,2021,7,용인시,1080,0.261,8468.0,Full Implementation
2021-07-01,2021,7,성남시,940,0.244,6877.3,Full Implementation
2021-07-01,2021,7,안산시,650,0.249,4848.5,Full Implementation
2021-07-01,2021,7,안양시,570,0.264,4522.9,Full Implementation
2021-07-01,2021,7,부천시,800,0.276,6624.4,Full Implementation
2021-07-01,2021,7,고양시,1060,0.257,8177.7,Full Implementation
2021-07-01,2021,7,남양주시,720,0.275,5939.8,Full Implementation
2021-07-01,2021,7,화성시,890,0.257,6860.6,Full Implementation
2021-07-01,2021,7,평택시,520,0.243,3798.1,Full Implementation
2021-07-01,2021,7,의정부시,430,0.239,3089.0,Full Implementation
2021-07-01,2021,7,파주시,480,0.251,3614.5,Full Implementation
2021-07-01,2021,7,광명시,320,0.264,2533.5,Full Implementation
2021-07-01,2021,7,광주시,410,0.242,2977.6,Full Implementation
2021-07-01,2021,7,군포시,280,0.256,2153.5,Full Implementation
2021-08-01,2021,8,수원시,1190,0.252,8982.4,Full Implementation
2021-08-01,2021,8,용인시,1080,0.263,8505.7,Full Implementation
2021-08-01,2021,8,성남시,940,0.28,7898.4,Full Implementation
2021-08-01,2021,8,안산시,650,0.244,4757.4,Full Implementation
2021-08-01,2021,8,안양시,570,0.255,4352.7,Full Implementation
2021-08-01,2021,8,부천시,800,0.24,5765.1,Full Implementation
2021-08-01,2021,8,고양시,1060,0.261,8285.3,Full Implementation
2021-08-01,2021,8,남양주시,720,0.252,5445.6,Full Implementation
2021-08-01,2021,8,화성시,890,0.248,6625.8,Full Implementation
2021-08-01,2021,8,평택시,520,0.274,4281.7,Full Implementation
2021-08-01,2021,8,의정부시,430,0.231,2981.4,Full Implementation
2021-08-01,2021,8,파주시,480,0.237,3408.0,Full Implementation
2021-08-01,2021,8,광명시,320,0.246,2361.2,Full Implementation
2021-08-01,2021,8,광주시,410,0.24,2956.1,Full Implementation
2021-08-01,2021,8,군포시,280,0.26,2183.3,Full Implementation
2021-09-01,2021,9,수원시,1190,0.271,9678.5,Full Implementation
2021-09-01,2021,9,용인시,1080,0.269,8717.4,Full Implementation
2021-09-01,2021,9,성남시,940,0.311,8778.2,Full Implementation
2021-09-01,2021,9,안산시,650,0.27,5266.2,Full Implementation
2021-09-01,2021,9,안양시,570,0.276,4726.2,Full Implementation
2021-09-01,2021,9,부천시,800,0.303,7264.0,Full Implementation
