date,year,month,district,population_1000s,waste_kg_per_capita_per_day,total_waste_tons_per_month,policy_phase
2018-11-01,2018,11,용산구,240,0.237,1706.0,Phase 2: Expansion
2018-12-01,2018,12,강남구,550,0.401,6616.3,Phase 2: Expansion
2018-12-01,2018,12,서초구,450,0.403,5443.8,Phase 2: Expansion
2018-12-01,2018,12,송파구,670,0.365,7334.2,Phase 2: Expansion
2018-12-01,2018,12,강동구,450,0.332,4476.2,Phase 2: Expansion
2018-12-01,2018,12,마포구,380,0.361,4116.8,Phase 2: Expansion
2018-12-01,2018,12,영등포구,400,0.349,4192.2,Phase 2: Expansion
2018-12-01,2018,12,양천구,470,0.312,4399.9,Phase 2: Expansion
2018-12-01,2018,12,노원구,540,0.274,4440.8,Phase 2: Expansion
2018-12-01,2018,12,은평구,490,0.334,4904.6,Phase 2: Expansion
2018-12-01,2018,12,성북구,460,0.321,4424.7,Phase 2: Expansion
2018-12-01,2018,12,관악구,520,0.325,5071.3,Phase 2: Expansion
2018-12-01,2018,12,동작구,410,0.336,4138.0,Phase 2: Expansion
2018-12-01,2018,12,종로구,160,0.288,1384.0,Phase 2: Expansion
2018-12-01,2018,12,중구,140,0.3,1258.3,Phase 2: Expansion
2018-12-01,2018,12,용산구,240,0.303,2183.9,Phase 2: Expansion
2019-01-01,2019,1,강남구,550,0.366,6046.1,Full RFID System
2019-01-01,2019,1,서초구,450,0.332,4479.9,Full RFID System
2019-01-01,2019,1,송파구,670,0.341,6851.7,Full RFID System
2019-01-01,2019,1,강동구,450,0.32,4317.7,Full RFID System
2019-01-01,2019,1,마포구,380,0.313,3565.5,Full RFID System
2019-01-01,2019,1,영등포구,400,0.334,4005.3,Full RFID System
2019-01-01,2019,1,양천구,470,0.345,4864.8,Full RFID System
2019-01-01,2019,1,노원구,540,0.276,4470.6,Full RFID System
2019-01-01,2019,1,은평구,490,0.301,4430.6,Full RFID System
2019-01-01,2019,1,성북구,460,0.321,4428.6,Full RFID System
2019-01-01,2019,1,관악구,520,0.282,4404.4,Full RFID System
2019-01-01,2019,1,동작구,410,0.302,3713.0,Full RFID System
2019-01-01,2019,1,종로구,160,0.281,1351.1,Full RFID System
2019-01-01,2019,1,중구,140,0.279,1173.2,Full RFID System
2019-01-01,2019,1,용산구,240,0.28,2015.2,Full RFID System
2019-02-01,2019,2,강남구,550,0.341,5634.1,Full RFID System
2019-02-01,2019,2,서초구,450,0.35,4727.8,Full RFID System
2019-02-01,2019,2,송파구,670,0.359,7217.4,Full RFID System
2019-02-01,2019,2,강동구,450,0.318,4289.5,Full RFID System
2019-02-01,2019,2,마포구,380,0.307,3500.2,Full RFID System
2019-02-01,2019,2,영등포구,400,0.308,3694.1,Full RFID System
2019-02-01,2019,2,양천구,470,0.308,4335.8,Full RFID System
2019-02-01,2019,2,노원구,540,0.308,4988.8,Full RFID System
2019-02-01,2019,2,은평구,490,0.276,4056.7,Full RFID System
2019-02-01,2019,2,성북구,460,0.328,4530.3,Full RFID System
2019-02-01,2019,2,관악구,520,0.327,5105.2,Full RFID System
2019-02-01,2019,2,동작구,410,0.315,3872.1,Full RFID System
2019-02-01,2019,2,종로구,160,0.297,1425.9,Full RFID System
2019-02-01,2019,2,중구,140,0.288,1210.8,Full RFID System
2019-02-01,2019,2,용산구,240,0.282,2026.9,Full RFID System
2019-03-01,2019,3,강남구,550,0.277,4569.1,Full RFID System
2019-03-01,2019,3,서초구,450,0.28,3779.7,Full RFID System
2019-03-01,2019,3,송파구,670,0.277,5577.0,Full RFID System
2019-03-01,2019,3,강동구,450,0.255,3439.5,Full RFID System
2019-03-01,2019,3,마포구,380,0.257,2934.2,Full RFID System
2019-03-01,2019,3,영등포구,400,0.249,2988.4,Full RFID System
2019-03-01,2019,3,양천구,470,0.241,3393.4,Full RFID System
2019-03-01,2019,3,노원구,540,0.237,3838.1,Full RFID System
2019-03-01,2019,3,은평구,490,0.24,3535.3,Full RFID System
2019-03-01,2019,3,성북구,460,0.259,3577.9,Full RFID System
2019-03-01,2019,3,관악구,520,0.24,3748.1,Full RFID System
2019-03-01,2019,3,동작구,410,0.245,3016.0,Full RFID System
2019-03-01,2019,3,종로구,160,0.225,1079.0,Full RFID System
2019-03-01,2019,3,중구,140,0.227,952.5,Full RFID System
2019-03-01,2019,3,용산구,240,0.215,1548.5,Full RFID System
2019-04-01,2019,4,강남구,550,0.27,4456.6,Full RFID System
2019-04-01,2019,4,서초구,450,0.279,3768.8,Full RFID System
2019-04-01,2019,4,송파구,670,0.271,5448.5,Full RFID System
2019-04-01,2019,4,강동구,450,0.247,3339.0,Full RFID System
2019-04-01,2019,4,마포구,380,0.236,2686.3,Full RFID System
2019-04-01,2019,4,영등포구,400,0.259,3106.3,Full RFID System
2019-04-01,2019,4,양천구,470,0.248,3492.8,Full RFID System
2019-04-01,2019,4,노원구,540,0.24,3883.6,Full RFID System
2019-04-01,2019,4,은평구,490,0.239,3512.3,Full RFID System
2019-04-01,2019,4,성북구,460,0.256,3534.7,Full RFID System
2019-04-01,2019,4,관악구,520,0.237,3689.9,Full RFID System
2019-04-01,2019,4,동작구,410,0.246,3024.1,Full RFID System
2019-04-01,2019,4,종로구,160,0.222,1063.8,Full RFID System
2019-04-01,2019,4,중구,140,0.216,909.2,Full RFID System
2019-04-01,2019,4,용산구,240,0.219,1575.4,Full RFID System
2019-05-01,2019,5,강남구,550,0.276,4551.0,Full RFID System
2019-05-01,2019,5,서초구,450,0.285,3846.8,Full RFID System
2019-05-01,2019,5,송파구,670,0.278,5596.3,Full RFID System
2019-05-01,2019,5,강동구,450,0.253,3409.8,Full RFID System
2019-05-01,2019,5,마포구,380,0.247,2819.8,Full RFID System
2019-05-01,2019,5,영등포구,400,0.244,2924.7,Full RFID System
2019-05-01,2019,5,양천구,470,0.243,3429.4,Full RFID System
2019-05-01,2019,5,노원구,540,0.237,3844.8,Full RFID System
2019-05-01,2019,5,은평구,490,0.243,3572.6,Full RFID System
2019-05-01,2019,5,성북구,460,0.246,3394.1,Full RFID System
2019-05-01,2019,5,관악구,520,0.243,3790.1,Full RFID System
2019-05-01,2019,5,동작구,410,0.25,3078.8,Full RFID System
2019-05-01,2019,5,종로구,160,0.223,1070.6,Full RFID System
2019-05-01,2019,5,중구,140,0.218,917.2,Full RFID System
2019-05-01,2019,5,용산구,240,0.22,1586.7,Full RFID System
2019-06-01,2019,6,강남구,550,0.264,4350.1,Full RFID System
2019-06-01,2019,6,서초구,450,0.285,3848.3,Full RFID System
2019-06-01,2019,6,송파구,670,0.274,5514.3,Full RFID System
2019-06-01,2019,6,강동구,450,0.26,3513.9,Full RFID System
2019-06-01,2019,6,마포구,380,0.246,2808.5,Full RFID System
2019-06-01,2019,6,영등포구,400,0.257,3082.5,Full RFID System
2019-06-01,2019,6,양천구,470,0.246,3468.7,Full RFID System
2019-06-01,2019,6,노원구,540,0.233,3774.1,Full RFID System
2019-06-01,2019,6,은평구,490,0.245,3604.7,Full RFID System
2019-06-01,2019,6,성북구,460,0.249,3432.6,Full RFID System
2019-06-01,2019,6,관악구,520,0.23,3589.2,Full RFID System
2019-06-01,2019,6,동작구,410,0.25,3070.2,Full RFID System
2019-06-01,2019,6,종로구,160,0.234,1123.4,Full RFID System
2019-06-01,2019,6,중구,140,0.217,910.1,Full RFID System
2019-06-01,2019,6,용산구,240,0.225,1620.4,Full RFID System
2019-07-01,2019,7,강남구,550,0.296,4882.7,Full RFID System
2019-07-01,2019,7,서초구,450,0.302,4082.2,Full RFID System
2019-07-01,2019,7,송파구,670,0.317,6373.2,Full RFID System
2019-07-01,2019,7,강동구,450,0.285,3842.2,Full RFID System
2019-07-01,2019,7,마포구,380,0.281,3207.9,Full RFID System
2019-07-01,2019,7,영등포구,400,0.269,3223.8,Full RFID System
2019-07-01,2019,7,양천구,470,0.283,3986.4,Full RFID System
2019-07-01,2019,7,노원구,540,0.258,4185.7,Full RFID System
2019-07-01,2019,7,은평구,490,0.264,3884.7,Full RFID System
2019-07-01,2019,7,성북구,460,0.267,3684.5,Full RFID System
2019-07-01,2019,7,관악구,520,0.271,4232.5,Full RFID System
2019-07-01,2019,7,동작구,410,0.278,3424.2,Full RFID System
2019-07-01,2019,7,종로구,160,0.245,1175.2,Full RFID System
2019-07-01,2019,7,중구,140,0.249,1043.7,Full RFID System
2019-07-01,2019,7,용산구,240,0.259,1865.5,Full RFID System
2019-08-01,2019,8,강남구,550,0.311,5127.2,Full RFID System
2019-08-01,2019,8,서초구,450,0.305,4118.0,Full RFID System
2019-08-01,2019,8,송파구,670,0.306,6140.9,Full RFID System
2019-08-01,2019,8,강동구,450,0.285,3845.9,Full RFID System
2019-08-01,2019,8,마포구,380,0.284,3232.5,Full RFID System
2019-08-01,2019,8,영등포구,400,0.274,3289.4,Full RFID System
2019-08-01,2019,8,양천구,470,0.27,3813.2,Full RFID System
2019-08-01,2019,8,노원구,540,0.261,4229.6,Full RFID System
2019-08-01,2019,8,은평구,490,0.258,3787.5,Full RFID System
2019-08-01,2019,8,성북구,460,0.279,3851.6,Full RFID System
2019-08-01,2019,8,관악구,520,0.259,4034.7,Full RFID System
2019-08-01,2019,8,동작구,410,0.268,3297.4,Full RFID System
2019-08-01,2019,8,종로구,160,0.24,1151.4,Full RFID System
2019-08-01,2019,8,중구,140,0.252,1058.6,Full RFID System
2019-08-01,2019,8,용산구,240,0.239,1721.9,Full RFID System
2019-09-01,2019,9,강남구,550,0.364,5999.3,Full RFID System
2019-09-01,2019,9,서초구,450,0.369,4987.6,Full RFID System
2019-09-01,2019,9,송파구,670,0.384,7717.5,Full RFID System
2019-09-01,2019,9,강동구,450,0.328,4428.2,Full RFID System
2019-09-01,2019,9,마포구,380,0.321,3660.7,Full RFID System
2019-09-01,2019,9,영등포구,400,0.318,3814.5,Full RFID System
2019-09-01,2019,9,양천구,470,0.305,4297.8,Full RFID System
2019-09-01,2019,9,노원구,540,0.336,5449.4,Full RFID System
2019-09-01,2019,9,은평구,490,0.299,4396.7,Full RFID System
2019-09-01,2019,9,성북구,460,0.328,4522.2,Full RFID System
2019-09-01,2019,9,관악구,520,0.316,4925.2,Full RFID System
2019-09-01,2019,9,동작구,410,0.342,4202.2,Full RFID System
2019-09-01,2019,9,종로구,160,0.283,1357.5,Full RFID System
2019-09-01,2019,9,중구,140,0.311,1306.5,Full RFID System
2019-09-01,2019,9,용산구,240,0.273,1966.6,Full RFID System
2019-10-01,2019,10,강남구,550,0.362,5972.6,Full RFID System
2019-10-01,2019,10,서초구,450,0.378,5106.2,Full RFID System
2019-10-01,2019,10,송파구,670,0.362,7285.8,Full RFID System
2019-10-01,2019,10,강동구,450,0.328,4426.1,Full RFID System
2019-10-01,2019,10,마포구,380,0.318,3630.5,Full RFID System
2019-10-01,2019,10,영등포구,400,0.321,3853.3,Full RFID System
2019-10-01,2019,10,양천구,470,0.334,4712.7,Full RFID System
2019-10-01,2019,10,노원구,540,0.324,5252.4,Full RFID System
2019-10-01,2019,10,은평구,490,0.32,4707.9,Full RFID System
2019-10-01,2019,10,성북구,460,0.353,4865.5,Full RFID System
2019-10-01,2019,10,관악구,520,0.304,4738.8,Full RFID System
2019-10-01,2019,10,동작구,410,0.32,3941.6,Full RFID System
2019-10-01,2019,10,종로구,160,0.265,1270.4,Full RFID System
2019-10-01,2019,10,중구,140,0.272,1142.0,Full RFID System
2019-10-01,2019,10,용산구,240,0.309,2221.8,Full RFID System
2019-11-01,2019,11,강남구,550,0.279,4604.4,Full RFID System
2019-11-01,2019,11,서초구,450,0.287,3867.8,Full RFID System
2019-11-01,2019,11,송파구,670,0.281,5654.8,Full RFID System
2019-11-01,2019,11,강동구,450,0.253,3408.8,Full RFID System
2019-11-01,2019,11,마포구,380,0.255,2907.1,Full RFID System
2019-11-01,2019,11,영등포구,400,0.253,3040.7,Full RFID System
2019-11-01,2019,11,양천구,470,0.241,3395.9,Full RFID System
2019-11-01,2019,11,노원구,540,0.244,3953.2,Full RFID System
2019-11-01,2019,11,은평구,490,0.242,3557.8,Full RFID System
2019-11-01,2019,11,성북구,460,0.257,3540.7,Full RFID System
2019-11-01,2019,11,관악구,520,0.241,3760.0,Full RFID System
2019-11-01,2019,11,동작구,410,0.242,2976.5,Full RFID System
2019-11-01,2019,11,종로구,160,0.216,1038.2,Full RFID System
2019-11-01,2019,11,중구,140,0.219,920.7,Full RFID System
2019-11-01,2019,11,용산구,240,0.222,1601.5,Full RFID System
2019-12-01,2019,12,강남구,550,0.355,5857.2,Full RFID System
2019-12-01,2019,12,서초구,450,0.338,4565.4,Full RFID System
2019-12-01,2019,12,송파구,670,0.321,6456.4,Full RFID System
2019-12-01,2019,12,강동구,450,0.3,4045.0,Full RFID System
2019-12-01,2019,12,마포구,380,0.293,3341.1,Full RFID System
2019-12-01,2019,12,영등포구,400,0.299,3590.0,Full RFID System
2019-12-01,2019,12,양천구,470,0.308,4337.2,Full RFID System
2019-12-01,2019,12,노원구,540,0.271,4392.7,Full RFID System
2019-12-01,2019,12,은평구,490,0.278,4084.5,Full RFID System
2019-12-01,2019,12,성북구,460,0.313,4325.0,Full RFID System
2019-12-01,2019,12,관악구,520,0.286,4463.0,Full RFID System
2019-12-01,2019,12,동작구,410,0.307,3772.6,Full RFID System
2019-12-01,2019,12,종로구,160,0.257,1235.4,Full RFID System
2019-12-01,2019,12,중구,140,0.257,1079.4,Full RFID System
2019-12-01,2019,12,용산구,240,0.264,1902.2,Full RFID System
2020-01-01,2020,1,강남구,550,0.349,5761.0,Full RFID System
2020-01-01,2020,1,서초구,450,0.329,4438.9,Full RFID System
2020-01-01,2020,1,송파구,670,0.328,6589.2,Full RFID System
2020-01-01,2020,1,강동구,450,0.319,4304.6,Full RFID System
2020-01-01,2020,1,마포구,380,0.324,3690.0,Full RFID System
2020-01-01,2020,1,영등포구,400,0.314,3772.0,Full RFID System
2020-01-01,2020,1,양천구,470,0.324,4564.3,Full RFID System
2020-01-01,2020,1,노원구,540,0.286,4637.9,Full RFID System
2020-01-01,2020,1,은평구,490,0.288,4238.5,Full RFID System
2020-01-01,2020,1,성북구,460,0.3,4142.2,Full RFID System
2020-01-01,2020,1,관악구,520,0.298,4645.5,Full RFID System
2020-01-01,2020,1,동작구,410,0.304,3743.8,Full RFID System
2020-01-01,2020,1,종로구,160,0.28,1343.3,Full RFID System
2020-01-01,2020,1,중구,140,0.291,1220.2,Full RFID System
2020-01-01,2020,1,용산구,240,0.275,1981.5,Full RFID System
2020-02-01,2020,2,강남구,550,0.353,5828.9,Full RFID System
2020-02-01,2020,2,서초구,450,0.354,4779.3,Full RFID System
2020-02-01,2020,2,송파구,670,0.355,7136.7,Full RFID System
2020-02-01,2020,2,강동구,450,0.314,4237.1,Full RFID System
2020-02-01,2020,2,마포구,380,0.31,3532.8,Full RFID System
2020-02-01,2020,2,영등포구,400,0.289,3467.7,Full RFID System
2020-02-01,2020,2,양천구,470,0.314,4422.6,Full RFID System
2020-02-01,2020,2,노원구,540,0.285,4611.7,Full RFID System
2020-02-01,2020,2,은평구,490,0.287,4212.9,Full RFID System
2020-02-01,2020,2,성북구,460,0.318,4386.2,Full RFID System
2020-02-01,2020,2,관악구,520,0.318,4960.1,Full RFID System
2020-02-01,2020,2,동작구,410,0.324,3985.1,Full RFID System
2020-02-01,2020,2,종로구,160,0.268,1284.6,Full RFID System
2020-02-01,2020,2,중구,140,0.272,1143.4,Full RFID System
2020-02-01,2020,2,용산구,240,0.278,2000.6,Full RFID System
2020-03-01,2020,3,강남구,550,0.285,4694.9,Full RFID System
2020-03-01,2020,3,서초구,450,0.27,3647.8,Full RFID System
2020-03-01,2020,3,송파구,670,0.271,5440.9,Full RFID System
2020-03-01,2020,3,강동구,450,0.256,3451.1,Full RFID System
2020-03-01,2020,3,마포구,380,0.248,2826.6,Full RFID System
2020-03-01,2020,3,영등포구,400,0.249,2987.1,Full RFID System
2020-03-01,2020,3,양천구,470,0.254,3580.0,Full RFID System
2020-03-01,2020,3,노원구,540,0.244,3954.9,Full RFID System
2020-03-01,2020,3,은평구,490,0.237,3476.6,Full RFID System
2020-03-01,2020,3,성북구,460,0.246,3394.4,Full RFID System
2020-03-01,2020,3,관악구,520,0.245,3824.7,Full RFID System
2020-03-01,2020,3,동작구,410,0.247,3038.6,Full RFID System
2020-03-01,2020,3,종로구,160,0.221,1061.9,Full RFID System
2020-03-01,2020,3,중구,140,0.222,931.8,Full RFID System
2020-03-01,2020,3,용산구,240,0.22,1583.5,Full RFID System
2020-04-01,2020,4,강남구,550,0.28,4620.6,Full RFID System
2020-04-01,2020,4,서초구,450,0.279,3771.7,Full RFID System
2020-04-01,2020,4,송파구,670,0.278,5586.4,Full RFID System
2020-04-01,2020,4,강동구,450,0.258,3482.9,Full RFID System
2020-04-01,2020,4,마포구,380,0.249,2833.2,Full RFID System
2020-04-01,2020,4,영등포구,400,0.248,2980.0,Full RFID System
2020-04-01,2020,4,양천구,470,0.252,3551.1,Full RFID System
2020-04-01,2020,4,노원구,540,0.24,3882.0,Full RFID System
2020-04-01,2020,4,은평구,490,0.232,3412.6,Full RFID System
2020-04-01,2020,4,성북구,460,0.251,3459.9,Full RFID System
2020-04-01,2020,4,관악구,520,0.248,3870.3,Full RFID System
2020-04-01,2020,4,동작구,410,0.253,3105.8,Full RFID System
2020-04-01,2020,4,종로구,160,0.218,1044.5,Full RFID System
2020-04-01,2020,4,중구,140,0.217,912.5,Full RFID System
2020-04-01,2020,4,용산구,240,0.218,1569.0,Full RFID System
2020-05-01,2020,5,강남구,550,0.284,4689.1,Full RFID System
2020-05-01,2020,5,서초구,450,0.281,3798.1,Full RFID System
2020-05-01,2020,5,송파구,670,0.275,5524.5,Full RFID System
2020-05-01,2020,5,강동구,450,0.249,3355.7,Full RFID System
2020-05-01,2020,5,마포구,380,0.26,2961.6,Full RFID System
2020-05-01,2020,5,영등포구,400,0.252,3029.8,Full RFID System
2020-05-01,2020,5,양천구,470,0.249,3517.5,Full RFID System
2020-05-01,2020,5,노원구,540,0.23,3731.8,Full RFID System
2020-05-01,2020,5,은평구,490,0.24,3523.9,Full RFID System
2020-05-01,2020,5,성북구,460,0.25,3456.8,Full RFID System
2020-05-01,2020,5,관악구,520,0.236,3676.0,Full RFID System
2020-05-01,2020,5,동작구,410,0.248,3053.9,Full RFID System
2020-05-01,2020,5,종로구,160,0.218,1048.2,Full RFID System
2020-05-01,2020,5,중구,140,0.22,923.5,Full RFID System
2020-05-01,2020,5,용산구,240,0.22,1582.4,Full RFID System
2020-06-01,2020,6,강남구,550,0.287,4736.6,Full RFID System
2020-06-01,2020,6,서초구,450,0.276,3730.6,Full RFID System
2020-06-01,2020,6,송파구,670,0.288,5782.7,Full RFID System
2020-06-01,2020,6,강동구,450,0.266,3586.8,Full RFID System
2020-06-01,2020,6,마포구,380,0.251,2862.7,Full RFID System
2020-06-01,2020,6,영등포구,400,0.251,3017.1,Full RFID System
2020-06-01,2020,6,양천구,470,0.253,3570.5,Full RFID System
2020-06-01,2020,6,노원구,540,0.238,3854.4,Full RFID System
2020-06-01,2020,6,은평구,490,0.237,3480.7,Full RFID System
2020-06-01,2020,6,성북구,460,0.256,3528.2,Full RFID System
2020-06-01,2020,6,관악구,520,0.224,3487.1,Full RFID System
2020-06-01,2020,6,동작구,410,0.251,3087.0,Full RFID System
2020-06-01,2020,6,종로구,160,0.218,1047.8,Full RFID System
2020-06-01,2020,6,중구,140,0.224,941.5,Full RFID System
2020-06-01,2020,6,용산구,240,0.222,1596.9,Full RFID System
2020-07-01,2020,7,강남구,550,0.296,4890.8,Full RFID System
2020-07-01,2020,7,서초구,450,0.315,4255.8,Full RFID System
2020-07-01,2020,7,송파구,670,0.312,6277.4,Full RFID System
2020-07-01,2020,7,강동구,450,0.279,3764.8,Full RFID System
2020-07-01,2020,7,마포구,380,0.278,3171.9,Full RFID System
2020-07-01,2020,7,영등포구,400,0.281,3367.9,Full RFID System
2020-07-01,2020,7,양천구,470,0.28,3952.4,Full RFID System
2020-07-01,2020,7,노원구,540,0.269,4355.8,Full RFID System
2020-07-01,2020,7,은평구,490,0.255,3748.0,Full RFID System
2020-07-01,2020,7,성북구,460,0.269,3717.9,Full RFID System
2020-07-01,2020,7,관악구,520,0.26,4059.4,Full RFID System
2020-07-01,2020,7,동작구,410,0.273,3354.1,Full RFID System
2020-07-01,2020,7,종로구,160,0.243,1168.4,Full RFID System
2020-07-01,2020,7,중구,140,0.237,993.8,Full RFID System
2020-07-01,2020,7,용산구,240,0.248,1787.0,Full RFID System
2020-08-01,2020,8,강남구,550,0.302,4976.3,Full RFID System
2020-08-01,2020,8,서초구,450,0.3,4051.4,Full RFID System
2020-08-01,2020,8,송파구,670,0.306,6158.1,Full RFID System
2020-08-01,2020,8,강동구,450,0.26,3509.6,Full RFID System
2020-08-01,2020,8,마포구,380,0.266,3029.0,Full RFID System
2020-08-01,2020,8,영등포구,400,0.277,3325.0,Full RFID System
2020-08-01,2020,8,양천구,470,0.265,3739.1,Full RFID System
2020-08-01,2020,8,노원구,540,0.263,4253.5,Full RFID System
2020-08-01,2020,8,은평구,490,0.27,3970.1,Full RFID System
2020-08-01,2020,8,성북구,460,0.271,3744.1,Full RFID System
2020-08-01,2020,8,관악구,520,0.254,3967.3,Full RFID System
2020-08-01,2020,8,동작구,410,0.279,3429.1,Full RFID System
2020-08-01,2020,8,종로구,160,0.26,1249.0,Full RFID System
2020-08-01,2020,8,중구,140,0.239,1002.3,Full RFID System
2020-08-01,2020,8,용산구,240,0.23,1658.3,Full RFID System
2020-09-01,2020,9,강남구,550,0.357,5892.5,Full RFID System
2020-09-01,2020,9,서초구,450,0.367,4948.6,Full RFID System
2020-09-01,2020,9,송파구,670,0.383,7694.9,Full RFID System
2020-09-01,2020,9,강동구,450,0.325,4385.6,Full RFID System
2020-09-01,2020,9,마포구,380,0.327,3731.5,Full RFID System
2020-09-01,2020,9,영등포구,400,0.312,3743.9,Full RFID System
2020-09-01,2020,9,양천구,470,0.32,4518.3,Full RFID System
2020-09-01,2020,9,노원구,540,0.297,4812.6,Full RFID System
2020-09-01,2020,9,은평구,490,0.321,4721.8,Full RFID System
2020-09-01,2020,9,성북구,460,0.328,4525.1,Full RFID System
2020-09-01,2020,9,관악구,520,0.307,4786.0,Full RFID System
2020-09-01,2020,9,동작구,410,0.323,3978.5,Full RFID System
2020-09-01,2020,9,종로구,160,0.278,1335.9,Full RFID System
2020-09-01,2020,9,중구,140,0.284,1193.8,Full RFID System
2020-09-01,2020,9,용산구,240,0.298,2147.2,Full RFID System
2020-10-01,2020,10,강남구,550,0.385,6348.7,Full RFID System
2020-10-01,2020,10,서초구,450,0.367,4958.8,Full RFID System
2020-10-01,2020,10,송파구,670,0.359,7209.7,Full RFID System
2020-10-01,2020,10,강동구,450,0.343,4631.3,Full RFID System
2020-10-01,2020,10,마포구,380,0.318,3628.0,Full RFID System
2020-10-01,2020,10,영등포구,400,0.334,4008.2,Full RFID System
2020-10-01,2020,10,양천구,470,0.291,4096.9,Full RFID System
2020-10-01,2020,10,노원구,540,0.291,4719.9,Full RFID System
2020-10-01,2020,10,은평구,490,0.307,4507.7,Full RFID System
2020-10-01,2020,10,성북구,460,0.347,4785.7,Full RFID System
2020-10-01,2020,10,관악구,520,0.313,4883.3,Full RFID System
2020-10-01,2020,10,동작구,410,0.308,3787.4,Full RFID System
2020-10-01,2020,10,종로구,160,0.285,1368.0,Full RFID System
2020-10-01,2020,10,중구,140,0.272,1141.8,Full RFID System
2020-10-01,2020,10,용산구,240,0.297,2136.9,Full RFID System
2020-11-01,2020,11,강남구,550,0.275,4536.7,Full RFID System
2020-11-01,2020,11,서초구,450,0.286,3865.1,Full RFID System
2020-11-01,2020,11,송파구,670,0.289,5812.9,Full RFID System
2020-11-01,2020,11,강동구,450,0.253,3418.1,Full RFID System
2020-11-01,2020,11,마포구,380,0.253,2884.4,Full RFID System
2020-11-01,2020,11,영등포구,400,0.249,2990.2,Full RFID System
2020-11-01,2020,11,양천구,470,0.245,3454.3,Full RFID System
2020-11-01,2020,11,노원구,540,0.235,3808.0,Full RFID System
2020-11-01,2020,11,은평구,490,0.233,3421.8,Full RFID System
2020-11-01,2020,11,성북구,460,0.249,3436.8,Full RFID System
2020-11-01,2020,11,관악구,520,0.241,3763.1,Full RFID System
2020-11-01,2020,11,동작구,410,0.249,3058.8,Full RFID System
2020-11-01,2020,11,종로구,160,0.222,1067.6,Full RFID System
2020-11-01,2020,11,중구,140,0.225,944.6,Full RFID System
2020-11-01,2020,11,용산구,240,0.223,1606.8,Full RFID System
2020-12-01,2020,12,강남구,550,0.336,5547.6,Full RFID System
2020-12-01,2020,12,서초구,450,0.343,4625.5,Full RFID System
2020-12-01,2020,12,송파구,670,0.33,6624.5,Full RFID System
2020-12-01,2020,12,강동구,450,0.315,4259.1,Full RFID System
2020-12-01,2020,12,마포구,380,0.285,3252.7,Full RFID System
2020-12-01,2020,12,영등포구,400,0.301,3606.1,Full RFID System
2020-12-01,2020,12,양천구,470,0.302,4264.4,Full RFID System
2020-12-01,2020,12,노원구,540,0.299,4846.3,Full RFID System
2020-12-01,2020,12,은평구,490,0.277,4073.8,Full RFID System
2020-12-01,2020,12,성북구,460,0.284,3913.2,Full RFID System
2020-12-01,2020,12,관악구,520,0.301,4692.2,Full RFID System
2020-12-01,2020,12,동작구,410,0.302,3718.4,Full RFID System
2020-12-01,2020,12,종로구,160,0.259,1241.2,Full RFID System
2020-12-01,2020,12,중구,140,0.261,1097.1,Full RFID System
2020-12-01,2020,12,용산구,240,0.269,1936.1,Full RFID System
2021-01-01,2021,1,강남구,550,0.311,5132.1,AI Weight Validation
2021-01-01,2021,1,서초구,450,0.322,4347.6,AI Weight Validation
2021-01-01,2021,1,송파구,670,0.295,5939.4,AI Weight Validation
2021-01-01,2021,1,강동구,450,0.261,3525.7,AI Weight Validation
2021-01-01,2021,1,마포구,380,0.28,3193.5,AI Weight Validation
2021-01-01,2021,1,영등포구,400,0.274,3290.0,AI Weight Validation
2021-01-01,2021,1,양천구,470,0.277,3901.0,AI Weight Validation
2021-01-01,2021,1,노원구,540,0.283,4586.0,AI Weight Validation
2021-01-01,2021,1,은평구,490,0.263,3868.8,AI Weight Validation
2021-01-01,2021,1,성북구,460,0.275,3796.0,AI Weight Validation
2021-01-01,2021,1,관악구,520,0.258,4017.2,AI Weight Validation
2021-01-01,2021,1,동작구,410,0.29,3568.2,AI Weight Validation
2021-01-01,2021,1,종로구,160,0.257,1232.8,AI Weight Validation
2021-01-01,2021,1,중구,140,0.239,1005.6,AI Weight Validation
2021-01-01,2021,1,용산구,240,0.248,1783.4,AI Weight Validation
2021-02-01,2021,2,강남구,550,0.314,5176.0,AI Weight Validation
2021-02-01,2021,2,서초구,450,0.291,3931.3,AI Weight Validation
2021-02-01,2021,2,송파구,670,0.3,6026.9,AI Weight Validation
2021-02-01,2021,2,강동구,450,0.275,3715.3,AI Weight Validation
2021-02-01,2021,2,마포구,380,0.28,3196.2,AI Weight Validation
2021-02-01,2021,2,영등포구,400,0.273,3274.8,AI Weight Validation
2021-02-01,2021,2,양천구,470,0.261,3676.9,AI Weight Validation
2021-02-01,2021,2,노원구,540,0.266,4312.2,AI Weight Validation
2021-02-01,2021,2,은평구,490,0.265,3895.0,AI Weight Validation
2021-02-01,2021,2,성북구,460,0.275,3794.9,AI Weight Validation
2021-02-01,2021,2,관악구,520,0.268,4174.0,AI Weight Validation
2021-02-01,2021,2,동작구,410,0.27,3321.3,AI Weight Validation
2021-02-01,2021,2,종로구,160,0.245,1174.0,AI Weight Validation
2021-02-01,2021,2,중구,140,0.241,1013.7,AI Weight Validation
2021-02-01,2021,2,용산구,240,0.24,1725.2,AI Weight Validation
2021-03-01,2021,3,강남구,550,0.243,4012.9,AI Weight Validation
